R,regime,dv_hohmann_bar,dv_bielliptic_infinite_bar,dv_best_bar,best_endpoint,saving_bar,saving_m_s,best_endpoint_attainable
4.111681996856508,hohmann_only,0.45304623377137326,0.6184882502019268,0.45304623377137326,B->R+,0.0,0.0,yes
4.143346005658318,hohmann_only,0.45423573610548784,0.6177062058614641,0.45423573610548784,B->R+,0.0,0.0,yes
4.175253858574086,hohmann_only,0.45541404017898546,0.6169271554962068,0.45541404017898546,B->R+,0.0,0.0,yes
4.207407433444115,hohmann_only,0.4565811989938847,0.6161510876440331,0.4565811989938847,B->R+,0.0,0.0,yes
4.239808622569934,hohmann_only,0.4577372656472133,0.6153779908867026,0.4577372656472133,B->R+,0.0,0.0,yes
4.27245933282566,hohmann_only,0.45888229332647723,0.6146078538496885,0.45888229332647723,B->R+,0.0,0.0,yes
4.305361485770219,hohmann_only,0.46001633530515984,0.6138406652020103,0.46001633530515984,B->R+,0.0,0.0,yes
4.338517017760442,hohmann_only,0.4611394449382479,0.6130764136560668,0.4611394449382479,B->R+,0.0,0.0,yes
4.371927880065016,hohmann_only,0.4622516756577894,0.6123150879674703,0.4622516756577894,B->R+,0.0,0.0,yes
4.405596038979322,hohmann_only,0.46335308096848027,0.6115566769348811,0.46335308096848027,B->R+,0.0,0.0,yes
4.439523475941156,hohmann_only,0.46444371444328136,0.6108011693998426,0.46444371444328136,B->R+,0.0,0.0,yes
4.473712187647342,hohmann_only,0.465523629719068,0.6100485542466172,0.465523629719068,B->R+,0.0,0.0,yes
4.508164186171237,hohmann_only,0.46659288049230874,0.6092988204020228,0.46659288049230874,B->R+,0.0,0.0,yes
4.542881499081152,hohmann_only,0.4676515205147779,0.6085519568352696,0.4676515205147779,B->R+,0.0,0.0,yes
4.5778661695596705,hohmann_only,0.46869960358929885,0.6078079525577984,0.46869960358929885,B->R+,0.0,0.0,yes
4.613120256523901,hohmann_only,0.46973718356552124,0.6070667966231184,0.46973718356552124,B->R+,0.0,0.0,yes
4.648645834746647,hohmann_only,0.47076431433573007,0.6063284781266459,0.47076431433573007,B->R+,0.0,0.0,yes
4.684444994978505,hohmann_only,0.4717810498306888,0.6055929862055449,0.4717810498306888,B->R+,0.0,0.0,yes
4.720519844070919,hohmann_only,0.47278744401551587,0.6048603100385663,0.47278744401551587,B->R+,0.0,0.0,yes
4.756872505100165,hohmann_only,0.47378355088559554,0.6041304388458892,0.47378355088559554,B->R+,0.0,0.0,yes
4.793505117492304,hohmann_only,0.474769424462523,0.6034033618889617,0.474769424462523,B->R+,0.0,0.0,yes
4.830419837149085,hohmann_only,0.4757451187900842,0.6026790684703438,0.4757451187900842,B->R+,0.0,0.0,yes
4.867618836574834,hohmann_only,0.47671068793026994,0.6019575479335494,0.47671068793026994,B->R+,0.0,0.0,yes
4.905104305004297,hohmann_only,0.4776661859593271,0.6012387896628894,0.4776661859593271,B->R+,0.0,0.0,yes
4.942878448531495,hohmann_only,0.47861166696384344,0.600522783083316,0.47861166696384344,B->R+,0.0,0.0,yes
